"","temp","rain_1h","snow_1h","clouds_all","traffic_volume","time","holiday","moderately_bad_weather","moderately_good_weather","good_weather"
"1458",260.82,0,0,20,1366,8,0,0,1,0
"1459",263.42,0,0,75,2222,9,0,0,1,0
"1460",265.24,0,0,20,2918,10,0,0,1,0
"1461",266.31,0,0,75,3413,11,0,0,1,0
"1462",267.37,0,0,90,3724,12,0,0,1,0
"1463",268.13,0,0,90,3949,13,0,0,1,0
"1464",268.93,0,0,90,4076,14,0,0,1,0
"1465",269.41,0,0,90,4729,15,0,0,1,0
"1466",270.1,0,0,90,4880,16,0,0,1,0
"1467",270.37,0,0,90,4435,17,0,0,1,0
"1468",270.61,0,0,90,3749,18,0,0,1,0
"1469",270.98,0,0,90,3381,19,0,0,1,0
"1470",271.02,0,0,90,2809,20,0,0,1,0
"1471",270.98,0,0,90,2150,21,0,0,1,0
"1472",270.97,0,0,90,1533,22,0,0,0,0
"1473",270.97,0,0,40,925,23,0,0,1,0
"1474",271.25,0,0,90,524,0,0,0,1,0
"1475",271.34,0,0,90,293,1,0,0,1,0
"1476",271.79,0,0,90,258,2,0,0,1,0
"1477",271.75,0,0,90,337,3,0,0,1,0
"1478",271.62,0,0,90,771,4,0,0,1,0
"1479",271.48,0,0,90,2496,5,0,0,1,0
"1480",271.14,0,0,90,5529,6,0,0,1,0
"1481",270.77,0,0,90,6752,7,0,0,1,0
"1482",270.73,0,0,90,5787,8,0,0,1,0
"1483",270.89,0,0,90,4699,9,0,0,1,0
"1484",270.97,0,0,90,4271,10,0,0,1,0
"1485",270.64,0,0,90,4314,11,0,0,1,0
"1486",270.39,0,0,90,4603,12,0,0,1,0
"1487",271.26,0,0,86,4816,13,0,0,1,0
"1488",271.65,0,0,75,5449,15,0,0,0,0
"1489",271.6,0,0,90,6238,16,0,0,1,0
"1490",271.36,0,0,75,5761,17,0,0,1,0
"1491",271.32,0,0,90,4022,18,0,0,1,0
"1492",271.29,0,0,90,2874,19,0,0,1,0
"1493",271.29,0,0,90,2362,20,0,0,1,0
"1494",270.6,0,0,90,2098,21,0,0,1,0
"1495",269.59,0,0,90,1342,22,0,0,1,0
"1496",268.57,0,0,90,944,23,0,0,1,0
"1497",267.12,0,0,90,459,0,0,0,1,0
"1498",265.53,0,0,75,303,1,0,0,1,0
"1499",264.4,0,0,75,247,2,0,0,0,0
"1500",262.98,0,0,40,337,3,0,0,1,0
"1501",262.44,0,0,40,781,4,0,0,0,0
"1502",261.77,0,0,90,2601,5,0,0,0,0
"1503",261.27,0,0,90,5639,6,0,0,0,0
"1504",260.62,0,0,75,6768,7,0,0,1,0
"1505",260.47,0,0,40,6116,8,0,0,1,0
"1506",261.12,0,0,1,5215,9,0,0,0,1
"1507",262.6,0,0,1,4315,10,0,0,0,1
"1508",263.5,0,0,1,4497,11,0,0,0,1
"1509",264.4,0,0,1,4799,12,0,0,0,1
"1510",265.23,0,0,1,4884,13,0,0,0,1
"1511",266.06,0,0,1,5234,14,0,0,0,1
"1512",266.17,0,0,1,5665,15,0,0,0,1
"1513",266.01,0,0,1,6428,16,0,0,0,1
"1514",264.93,0,0,1,6092,17,0,0,0,1
"1515",264.26,0,0,1,4317,18,0,0,0,1
"1516",263.8,0,0,1,3137,19,0,0,0,1
"1517",263.33,0,0,1,2647,20,0,0,0,1
"1518",263.47,0,0,1,2194,21,0,0,0,1
"1519",263.55,0,0,1,1523,22,0,0,0,1
"1520",263.83,0,0,1,949,23,0,0,0,1
"1521",264.18,0,0,1,510,0,0,0,0,1
"1522",264.21,0,0,20,342,1,0,0,1,0
"1523",264.75,0,0,75,245,2,0,0,1,0
"1524",264.94,0,0,75,352,3,0,0,1,0
"1525",265.07,0,0,40,759,4,0,0,1,0
"1526",265.25,0,0,75,2638,5,0,0,1,0
"1527",264.84,0,0,40,5816,6,0,0,1,0
"1528",265.03,0,0,20,6995,7,0,0,1,0
"1529",265.28,0,0,75,6071,8,0,0,1,0
"1530",267.05,0,0,40,5228,9,0,0,1,0
"1531",268.83,0,0,75,4570,10,0,0,1,0
"1532",270.43,0,0,90,4809,11,0,0,1,0
"1533",272.28,0,0,90,4839,12,0,0,1,0
"1534",273.82,0,0,90,4837,13,0,0,1,0
"1535",275.34,0,0,75,5290,14,0,0,1,0
"1536",276.01,0,0,90,5621,15,0,0,1,0
"1537",275.25,0,0,40,6116,16,0,0,1,0
"1538",273.84,0,0,75,5813,17,0,0,1,0
"1539",272.17,0,0,40,4314,18,0,0,1,0
"1540",270.99,0,0,20,3077,19,0,0,1,0
"1541",270.23,0,0,1,2691,20,0,0,0,1
"1542",269.63,0,0,1,2297,21,0,0,0,1
"1543",269.59,0,0,1,1568,22,0,0,0,1
"1544",269.52,0,0,1,1020,23,0,0,0,1
"1545",269.69,0,0,20,561,0,0,0,1,0
"1546",269.84,0,0,90,358,1,0,0,1,0
"1547",269.7,0,0,90,279,2,0,0,1,0
"1548",269.73,0,0,90,363,3,0,0,1,0
"1549",269.51,0,0,90,784,4,0,0,1,0
"1550",269.29,0,0,90,2612,5,0,0,1,0
"1551",269.29,0,0,90,5608,6,0,0,1,0
"1552",269.56,0,0,90,7020,7,0,0,1,0
"1553",269.6,0,0,90,6072,8,0,0,1,0
"1554",270.12,0,0,90,5403,9,0,0,1,0
"1555",270.96,0,0,75,4566,10,0,0,1,0
"1556",271.43,0,0,75,4906,11,0,0,1,0
"1557",273.12,0,0,75,5081,12,0,0,1,0
"1558",273.26,0,0,1,5101,13,0,0,0,1
"1559",274.36,0,0,75,5463,14,0,0,1,0
"1560",274.33,0,0,75,5945,15,0,0,1,0
"1561",273.67,0,0,16,6489,16,0,0,1,0
"1562",272.98,0,0,90,6078,17,0,0,1,0
"1563",272.48,0,0,90,4522,18,0,0,1,0
"1564",272.56,0,0,90,3293,19,0,0,1,0
"1565",272.93,0,0,90,2913,20,0,0,1,0
"1566",273.13,0,0,16,2571,21,0,0,1,0
"1567",273.92,0,0,16,1070,23,0,0,1,0
"1568",273.92,0,0,16,591,0,0,0,1,0
"1569",270.47,0,0,6,382,1,0,0,0,1
"1570",270.47,0,0,6,340,2,0,0,0,1
"1571",270.47,0,0,6,381,3,0,0,0,1
"1572",270.47,0,0,6,784,4,0,0,0,1
"1573",270.47,0,0,6,2468,5,0,0,0,1
"1574",270.47,0,0,6,5503,6,0,0,0,1
"1575",271.22,0,0,59,6615,7,0,0,1,0
"1576",271.22,0,0,59,5913,8,0,0,1,0
"1577",271.22,0,0,59,5171,9,0,0,1,0
"1578",271.22,0,0,59,4840,10,0,0,1,0
"1579",271.22,0,0,59,5263,11,0,0,1,0
"1580",276.53,0,0,75,5446,13,0,0,1,0
"1581",276.41,0,0,75,5746,14,0,0,1,0
"1582",275.76,0,0,90,6110,15,0,0,1,0
"1583",275.24,0,0,90,6749,16,0,0,1,0
"1584",274.48,0,0,90,5518,17,0,0,1,0
"1585",273.88,0,0,90,5420,18,0,0,1,0
"1586",273.45,0,0,90,3618,19,0,0,1,0
"1587",272.8,0,0,90,3020,20,0,0,1,0
"1588",272.38,0,0,90,2987,21,0,0,1,0
"1589",272.33,0,0,90,2644,22,0,0,1,0
"1590",272.14,0,0,90,1799,23,0,0,1,0
"1591",272,0,0,90,1103,0,0,0,1,0
"1592",272.13,0,0,90,702,1,0,0,1,0
"1593",271.81,0,0,90,588,2,0,0,1,0
"1594",271.63,0,0,90,411,3,0,0,1,0
"1595",271.54,0,0,90,384,4,0,0,1,0
"1596",271.68,0,0,90,748,5,0,0,1,0
"1597",272.23,0,0,90,1274,6,0,0,1,0
"1598",272.53,0,0,90,2192,7,0,1,0,0
"1599",273.09,0,0,90,2953,8,0,1,0,0
"1600",273.09,0,0,90,2953,8,0,1,0,0
"1601",273.42,0,0,90,3648,9,0,1,0,0
"1602",273.42,0,0,90,3648,9,0,1,0,0
"1603",273.79,0,0,90,3971,10,0,1,0,0
"1604",273.79,0,0,90,3971,10,0,1,0,0
"1605",274.06,0,0,90,4618,11,0,1,0,0
"1606",274.06,0,0,90,4618,11,0,1,0,0
"1607",274.38,0,0,90,5161,12,0,1,0,0
"1608",274.38,0,0,90,5161,12,0,1,0,0
"1609",274.57,0,0,90,4986,13,0,1,0,0
"1610",274.57,0,0,90,4986,13,0,1,0,0
"1611",274.84,0,0,90,4919,14,0,1,0,0
"1612",274.84,0,0,90,4919,14,0,1,0,0
"1613",274.72,0,0,90,4819,15,0,1,0,0
"1614",274.72,0,0,90,4819,15,0,1,0,0
"1615",274.56,0,0,90,5085,16,0,1,0,0
"1616",274.56,0,0,90,5085,16,0,1,0,0
"1617",274.56,0,0,90,5231,17,0,0,1,0
"1618",274.38,0,0,90,4788,18,0,1,0,0
"1619",274.38,0,0,90,4788,18,0,1,0,0
"1620",274.04,0,0,90,3288,19,0,1,0,0
"1621",274.04,0,0,90,3288,19,0,1,0,0
"1622",273.86,0,0,90,2746,20,0,1,0,0
"1623",273.86,0,0,90,2746,20,0,1,0,0
"1624",273.86,0,0,90,2616,21,0,1,0,0
"1625",273.86,0,0,90,2489,22,0,1,0,0
"1626",274,0,0,90,1917,23,0,1,0,0
"1627",274.01,0,0,90,1341,0,0,1,0,0
"1628",274.52,0,0,90,825,1,0,1,0,0
"1629",274.8,0,0,90,627,2,0,1,0,0
"1630",275.18,0,0,90,339,3,0,1,0,0
"1631",275.59,0,0,90,301,4,0,1,0,0
"1632",275.91,0,0,90,447,5,0,1,0,0
"1633",275.73,0,0,90,667,6,0,1,0,0
"1634",275.86,0,0,90,1029,7,0,1,0,0
"1635",276.24,0,0,90,1613,8,0,1,0,0
"1636",277.86,0,0,100,3179,10,0,0,0,0
"1637",277.86,0,0,100,3642,11,0,0,0,0
"1638",279.43,0,0,100,3770,12,0,0,0,0
"1639",279.85,0,0,90,3924,13,0,1,0,0
"1640",279.85,0,0,90,3924,13,0,1,0,0
"1641",280.55,0,0,90,3696,14,0,1,0,0
"1642",280.55,0,0,90,3696,14,0,1,0,0
"1643",280.8,0,0,90,4329,15,0,1,0,0
"1644",280.8,0,0,90,4329,15,0,1,0,0
"1645",280.8,0,0,90,4135,16,0,1,0,0
"1646",280.8,0,0,90,4135,16,0,1,0,0
"1647",280.65,0,0,90,3938,17,0,1,0,0
"1648",280.65,0,0,90,3938,17,0,1,0,0
"1649",279,0,0,90,3243,18,0,1,0,0
"1650",279,0,0,90,3243,18,0,1,0,0
"1651",277.24,0,0,40,2731,19,0,1,0,0
"1652",276.8,0,0,90,2319,20,0,1,0,0
"1653",276.38,0,0,90,2093,21,0,1,0,0
"1654",276.55,0,0,90,2350,22,0,1,0,0
"1655",276.01,0,0,75,930,23,0,1,0,0
"1656",276.01,0,0,75,930,23,0,0,0,0
"1657",274.55,0,0,20,496,0,0,1,0,0
"1658",274.55,0,0,20,496,0,0,1,0,0
"1659",273.38,0,0,1,273,1,0,1,0,0
"1660",273.38,0,0,1,273,1,0,1,0,0
"1661",272.68,0,0,1,234,2,0,1,0,0
"1662",272.68,0,0,1,234,2,0,1,0,0
"1663",272.45,0,0,1,291,3,0,1,0,0
"1664",272.45,0,0,1,291,3,0,1,0,0
"1665",271.65,0,0,20,802,4,0,1,0,0
"1666",271.65,0,0,20,802,4,0,1,0,0
"1667",271.25,0,0,90,2518,5,0,1,0,0
"1668",271.06,0,0,90,5506,6,0,1,0,0
"1669",271.48,0,0,90,6393,7,0,1,0,0
"1670",271.33,0,0,90,5800,8,0,1,0,0
"1671",271.33,0,0,90,5800,8,0,1,0,0
"1672",271.94,0,0,90,5064,9,0,1,0,0
"1673",271.94,0,0,90,5064,9,0,1,0,0
"1674",273.36,0,0,90,4442,10,0,1,0,0
"1675",273.36,0,0,90,4442,10,0,1,0,0
"1676",274.34,0,0,90,4544,11,0,1,0,0
"1677",274.34,0,0,90,4544,11,0,1,0,0
"1678",274.89,0,0,90,4777,12,0,1,0,0
"1679",274.89,0,0,90,4777,12,0,1,0,0
"1680",275.01,0,0,90,4810,13,0,1,0,0
"1681",275.01,0,0,90,4810,13,0,1,0,0
"1682",276.07,0,0,90,5310,14,0,1,0,0
"1683",276.06,0,0,90,5678,15,0,1,0,0
"1684",275.85,0,0,90,6334,16,0,1,0,0
"1685",275.78,0,0,90,5914,17,0,1,0,0
"1686",275.83,0,0,90,4179,18,0,1,0,0
"1687",276.06,0,0,90,3076,19,0,1,0,0
"1688",276.44,0,0,75,2478,20,0,1,0,0
"1689",277.14,0,0,90,2159,21,0,1,0,0
"1690",277.33,0,0,75,1399,22,0,1,0,0
"1691",277.41,0,0,75,1006,23,0,1,0,0
"1692",277.83,0,0,40,516,0,0,1,0,0
"1693",278.49,0,0,75,346,1,0,1,0,0
"1694",279.15,0,0,90,253,2,0,1,0,0
"1695",279.82,0,0,75,347,3,0,1,0,0
"1696",280.51,0,0,90,802,4,0,1,0,0
"1697",281.03,0,0,90,2638,5,0,1,0,0
"1698",282.45,0,0,90,7051,7,0,1,0,0
"1699",283.32,0,0,90,6112,8,0,1,0,0
"1700",283.74,0,0,90,5388,9,0,1,0,0
"1701",283.74,0,0,90,5388,9,0,1,0,0
"1702",284.35,0,0,90,4489,10,0,1,0,0
"1703",284.35,0,0,90,4489,10,0,1,0,0
"1704",284.95,0,0,90,4731,11,0,0,0,0
"1705",284.95,0,0,90,4731,11,0,1,0,0
"1706",284.95,0,0,90,4731,11,0,1,0,0
"1707",285.11,0,0,90,4816,12,0,1,0,0
"1708",285,0,0,75,4918,13,0,1,0,0
"1709",284.74,0,0,75,5292,14,0,0,1,0
"1710",284.6,0,0,75,5657,15,0,0,1,0
"1711",283.7,0,0,40,6647,16,0,0,1,0
"1712",281.44,0,0,20,6434,17,0,0,1,0
"1713",280.78,0,0,1,4551,18,0,0,0,1
"1714",279.48,0,0,1,3186,19,0,0,0,1
"1715",279.19,0,0,1,2773,20,0,0,0,1
"1716",278.97,0,0,1,2360,21,0,0,0,1
"1717",279.14,0,0,1,1811,22,0,0,0,1
"1718",278.98,0,0,1,2544,23,0,0,0,1
"1719",278.44,0,0,1,381,1,0,0,0,1
"1720",277.08,0,0,1,264,2,0,0,0,1
"1721",276.05,0,0,1,341,3,0,0,0,1
"1722",274.88,0,0,1,783,4,0,0,0,1
"1723",273.75,0,0,1,2612,5,0,0,0,1
"1724",272.42,0,0,1,5900,6,0,0,0,1
"1725",271.56,0,0,20,5922,7,0,0,1,0
"1726",270.85,0,0,20,6888,8,0,0,1,0
"1727",271.19,0,0,1,5345,9,0,0,0,1
"1728",271.25,0,0,1,4536,10,0,0,0,1
"1729",272.11,0,0,1,4757,11,0,0,0,1
"1730",272.82,0,0,1,4961,12,0,0,0,1
"1731",272.92,0,0,1,4967,13,0,0,0,1
"1732",272.86,0,0,1,5346,14,0,0,0,1
"1733",272.51,0,0,1,5867,15,0,0,0,1
"1734",271.39,0,0,1,6605,16,0,0,0,1
"1735",270.08,0,0,1,6074,17,0,0,0,1
"1736",269.27,0,0,1,4557,18,0,0,0,1
"1737",268.62,0,0,1,3177,19,0,0,0,1
"1738",267.8,0,0,1,2788,20,0,0,0,1
"1739",267.34,0,0,1,2416,21,0,0,0,1
"1740",267.41,0,0,1,1946,22,0,0,0,1
"1741",267.04,0,0,40,1056,23,0,0,1,0
"1742",266.24,0,0,40,536,0,0,0,1,0
"1743",266.08,0,0,40,348,1,0,0,1,0
"1744",265.62,0,0,40,273,2,0,0,1,0
"1745",265.22,0,0,40,382,3,0,0,1,0
"1746",265.26,0,0,40,780,4,0,0,1,0
"1747",265.26,0,0,40,2627,5,0,0,1,0
"1748",265.53,0,0,75,5545,6,0,0,1,0
"1749",265.58,0,0,75,6789,7,0,0,1,0
"1750",265.98,0,0,75,6298,8,0,0,1,0
"1751",267.26,0,0,75,5391,9,0,0,1,0
"1752",269.34,0,0,75,4540,10,0,0,1,0
"1753",270.72,0,0,75,5001,11,0,0,1,0
"1754",272.35,0,0,75,5098,12,0,0,1,0
"1755",273.73,0,0,75,5113,13,0,0,1,0
"1756",274.13,0,0,90,5522,14,0,0,1,0
"1757",274.79,0,0,90,5879,15,0,0,1,0
"1758",274.96,0,0,90,6695,16,0,0,1,0
"1759",275.13,0,0,90,6587,17,0,0,1,0
"1760",275.58,0,0,90,4564,18,0,0,1,0
"1761",275.75,0,0,90,3429,19,0,0,1,0
"1762",276.37,0,0,90,2983,20,0,0,1,0
"1763",276.66,0,0,90,3225,21,0,0,1,0
"1764",276.78,0,0,90,2092,22,0,0,1,0
"1765",277.52,0,0,90,1204,23,0,0,1,0
"1766",277.85,0,0,90,629,0,0,0,1,0
"1767",278.47,0,0,90,419,1,0,0,1,0
"1768",279.16,0,0,90,322,2,0,0,1,0
"1769",279.61,0,0,90,375,3,0,1,0,0
"1770",280.07,0,0,90,743,4,0,0,1,0
"1771",280.44,0,0,90,2480,5,0,0,1,0
"1772",280.17,0,0,90,5555,6,0,1,0,0
"1773",280.17,0,0,90,5555,6,0,1,0,0
"1774",279.21,0,0,90,6012,8,0,0,1,0
"1775",278.93,0,0,75,5253,9,0,0,1,0
"1776",278.85,0,0,75,4832,10,0,0,1,0
"1777",278.64,0,0,40,5404,11,0,0,1,0
"1778",278.98,0,0,40,5654,12,0,0,1,0
"1779",278.49,0,0,40,5727,13,0,0,1,0
"1780",278.68,0,0,40,5918,14,0,0,1,0
"1781",278.39,0,0,40,5938,15,0,0,1,0
"1782",277.54,0,0,75,6082,16,0,0,1,0
"1783",276.58,0,0,75,5376,17,0,0,1,0
"1784",275.9,0,0,90,4270,18,0,0,1,0
"1785",274.77,0,0,90,3231,19,0,0,1,0
"1786",274.03,0,0,90,2617,20,0,0,1,0
"1787",272.49,0,0,75,2995,21,0,0,1,0
"1788",271.3,0,0,20,2652,22,0,0,1,0
"1789",270.09,0,0,40,1667,23,0,0,1,0
"1790",269.47,0,0,40,1072,0,0,0,1,0
"1791",269.28,0,0,20,674,1,0,0,1,0
"1792",269.11,0,0,75,526,2,0,0,1,0
"1793",268.89,0,0,40,356,3,0,0,1,0
"1794",268.65,0,0,40,418,4,0,0,1,0
"1795",268.32,0,0,75,713,5,0,0,1,0
"1796",267.92,0,0,75,1192,6,0,0,1,0
"1797",268.12,0,0,75,1881,7,0,0,1,0
"1798",267.58,0,0,40,2687,8,0,0,1,0
"1799",269.74,0,0,90,3421,9,0,0,1,0
"1800",270.85,0,0,90,3724,10,0,0,1,0
"1801",271.65,0,0,90,4465,11,0,0,1,0
"1802",272.08,0,0,90,5009,12,0,0,1,0
"1803",272.3,0,0,90,5163,13,0,0,0,0
"1804",272.02,0,0,90,4621,14,0,0,0,0
"1805",271.51,0,0,90,4807,15,0,0,0,0
"1806",271.51,0,0,90,4807,15,0,1,0,0
"1807",271.39,0,0,90,4983,16,0,0,0,0
"1808",271.39,0,0,90,4983,16,0,1,0,0
"1809",271.11,0,0,90,5327,17,0,0,0,0
"1810",271.11,0,0,90,5327,17,0,1,0,0
"1811",271.1,0,0,100,3137,19,0,0,1,0
"1812",271.1,0,0,100,2678,20,0,0,1,0
"1813",271.1,0,0,100,2911,21,0,0,1,0
"1814",271.1,0,0,100,2716,22,0,0,1,0
"1815",271.1,0,0,100,1860,23,0,0,1,0
"1816",269.93,0,0,93,774,1,0,0,1,0
"1817",269.93,0,0,93,540,2,0,0,1,0
"1818",269.93,0,0,93,321,3,0,0,1,0
"1819",269.93,0,0,93,291,4,0,0,1,0
"1820",269.93,0,0,93,458,5,0,0,1,0
"1821",269.93,0,0,93,759,6,0,0,1,0
"1822",269.71,0,0,0,938,7,0,0,0,1
"1823",269.71,0,0,0,1438,8,0,0,0,1
"1824",269.71,0,0,0,1916,9,0,0,0,1
"1825",269.71,0,0,0,2483,10,0,0,0,1
"1826",269.71,0,0,0,2299,11,0,0,0,1
"1827",269.71,0,0,0,1824,12,0,0,0,1
"1828",273.62,0,0,54,1686,13,0,0,1,0
"1829",273.62,0,0,54,1715,14,0,0,1,0
"1830",273.02,0,0,90,1989,15,0,1,0,0
"1831",272.55,0,0,90,1773,16,0,1,0,0
"1832",271.98,0,0,90,1607,17,0,1,0,0
"1833",271.87,0,0,75,1338,18,0,1,0,0
"1834",271.92,0,0,90,1261,19,0,0,1,0
"1835",272.14,0,0,90,1031,20,0,0,1,0
"1836",272.12,0,0,90,944,21,0,0,1,0
"1837",272.35,0,0,90,982,22,0,0,1,0
"1838",272.93,0,0,90,641,23,0,0,0,0
"1839",272.82,0,0,90,357,0,0,0,0,0
"1840",272.24,0,0,90,268,1,0,0,0,0
"1841",272.24,0,0,90,268,1,0,1,0,0
"1842",272.24,0,0,90,268,1,0,0,0,0
"1843",272.01,0,0,90,216,2,0,0,0,0
"1844",272.01,0,0,90,216,2,0,1,0,0
"1845",272.01,0,0,90,216,2,0,0,0,0
"1846",272.01,0,0,90,339,3,0,0,0,0
"1847",272.01,0,0,90,339,3,0,1,0,0
"1848",272.01,0,0,90,339,3,0,0,0,0
"1849",271.95,0,0,90,794,4,0,0,0,0
"1850",271.95,0,0,90,794,4,0,1,0,0
"1851",271.95,0,0,90,794,4,0,0,0,0
"1852",272.07,0,0,90,2139,5,0,0,0,0
"1853",272.07,0,0,90,2139,5,0,1,0,0
"1854",272.18,0,0,90,3902,6,0,0,0,0
"1855",272.18,0,0,90,3902,6,0,1,0,0
"1856",272.35,0,0,90,4433,7,0,0,0,0
"1857",272.35,0,0,90,4433,7,0,1,0,0
"1858",272.35,0,0,90,4265,8,0,0,0,0
"1859",272.35,0,0,90,4265,8,0,1,0,0
"1860",272.35,0,0,90,4265,8,0,0,0,0
"1861",272.35,0,0,90,4265,8,0,1,0,0
"1862",272.35,0,0,90,4057,9,0,0,0,0
"1863",272.35,0,0,90,4057,9,0,1,0,0
"1864",272.35,0,0,90,4057,9,0,0,0,0
"1865",272.35,0,0,90,4057,9,0,1,0,0
"1866",272.52,0,0,90,3599,10,0,1,0,0
"1867",272.52,0,0,90,3599,10,0,0,0,0
"1868",272.52,0,0,90,3599,10,0,0,0,0
"1869",272.52,0,0,90,3599,10,0,1,0,0
"1870",272.41,0,0,90,3761,11,0,0,0,0
"1871",272.41,0,0,90,3761,11,0,1,0,0
"1872",272.41,0,0,90,3761,11,0,0,0,0
"1873",272.41,0,0,90,3866,12,0,1,0,0
"1874",272.41,0,0,90,3866,12,0,0,0,0
"1875",272.41,0,0,90,3866,12,0,0,0,0
"1876",272.41,0,0,90,3882,13,0,1,0,0
"1877",272.41,0,0,90,3882,13,0,0,0,0
"1878",272.41,0,0,90,3882,13,0,0,0,0
"1879",272.12,0,0,90,4205,14,0,0,0,0
"1880",272.12,0,0,90,4205,14,0,1,0,0
"1881",272.12,0,0,90,4205,14,0,0,0,0
"1882",272.07,0,0,90,4400,15,0,0,0,0
"1883",272.07,0,0,90,4400,15,0,1,0,0
"1884",272.07,0,0,90,4400,15,0,0,0,0
"1885",271.89,0,0,90,4685,16,0,0,0,0
"1886",271.89,0,0,90,4685,16,0,1,0,0
"1887",271.89,0,0,90,4685,16,0,0,0,0
"1888",271.74,0,0,90,4208,17,0,0,0,0
"1889",271.74,0,0,90,4208,17,0,1,0,0
"1890",271.74,0,0,90,4208,17,0,0,0,0
"1891",271.74,0,0,90,4208,17,0,1,0,0
"1892",271.4,0,0,90,3516,18,0,0,0,0
"1893",271.4,0,0,90,3516,18,0,1,0,0
"1894",270.91,0,0,90,2520,19,0,0,0,0
"1895",270.91,0,0,90,2520,19,0,1,0,0
"1896",270.91,0,0,90,2520,19,0,0,0,0
"1897",270.81,0,0,90,2131,20,0,0,0,0
"1898",270.81,0,0,90,2131,20,0,1,0,0
"1899",270.81,0,0,90,2131,20,0,0,0,0
"1900",269.78,0,0,90,1983,21,0,0,0,0
"1901",269.78,0,0,90,1983,21,0,1,0,0
"1902",268.41,0,0,90,1684,22,0,0,0,0
"1903",268.41,0,0,90,1684,22,0,1,0,0
"1904",266.76,0,0,90,976,23,0,0,0,0
"1905",266.76,0,0,90,976,23,0,1,0,0
"1906",265.17,0,0,90,450,0,0,0,0,0
"1907",265.17,0,0,90,450,0,0,1,0,0
"1908",264.04,0,0,90,314,1,0,0,0,0
"1909",263.58,0,0,90,255,2,0,0,0,0
"1910",263.07,0,0,90,344,3,0,0,0,0
"1911",262.31,0,0,90,789,4,0,0,0,0
"1912",262.31,0,0,90,789,4,0,1,0,0
"1913",261.68,0,0,75,2531,5,0,0,0,0
"1914",261.45,0,0,75,4867,6,0,0,0,0
"1915",261.18,0,0,90,5263,7,0,0,0,0
"1916",260.75,0,0,90,5325,8,0,0,0,0
"1917",260.77,0,0,90,5137,9,0,0,1,0
"1918",260.81,0,0,75,4582,10,0,0,0,0
"1919",260.85,0,0,40,4202,11,0,0,1,0
"1920",261,0,0,20,4396,12,0,0,1,0
"1921",261.99,0,0,20,4519,13,0,0,1,0
"1922",262.23,0,0,40,4890,14,0,0,1,0
"1923",261.58,0,0,40,5139,15,0,0,1,0
"1924",260.25,0,0,75,5242,16,0,0,1,0
"1925",259.04,0,0,40,4913,17,0,0,1,0
"1926",257.81,0,0,40,4415,18,0,0,1,0
"1927",257.01,0,0,75,2880,19,0,0,1,0
"1928",255.94,0,0,75,2425,20,0,0,1,0
"1929",256.23,0,0,90,2273,21,0,0,1,0
"1930",256.06,0,0,40,1746,22,0,1,0,0
"1931",256.73,0,0,90,1007,23,0,0,1,0
"1932",257.71,0,0,90,571,0,0,1,0,0
"1933",257.71,0,0,90,571,0,0,0,0,0
"1934",258.71,0,0,90,349,1,0,0,0,0
"1935",259.76,0,0,90,245,2,0,0,0,0
"1936",260.13,0,0,90,357,3,0,0,0,0
"1937",260.13,0,0,90,357,3,0,1,0,0
"1938",260.39,0,0,90,833,4,0,0,0,0
"1939",260.39,0,0,90,833,4,0,1,0,0
"1940",260.57,0,0,90,2620,5,0,0,0,0
"1941",260.71,0,0,75,5178,6,0,0,1,0
"1942",260.64,0,0,90,5771,7,0,1,0,0
"1943",260.64,0,0,90,5771,7,0,0,0,0
"1944",260.42,0,0,40,5586,8,0,0,0,0
"1945",260.42,0,0,40,5586,8,0,1,0,0
"1946",261.16,0,0,40,5310,9,0,0,1,0
"1947",262.17,0,0,90,4313,10,0,0,1,0
"1948",262.9,0,0,16,4583,11,0,0,1,0
"1949",268.75,0,0,89,4810,13,0,0,1,0
"1950",268.75,0,0,89,5320,14,0,0,1,0
"1951",265.93,0,0,89,5497,15,0,0,1,0
"1952",264.82,0,0,89,6208,16,0,0,1,0
"1953",263.96,0,0,89,5574,17,0,0,1,0
"1954",263.59,0,0,89,4371,18,0,0,1,0
"1955",262.79,0,0,89,3104,19,0,0,1,0
"1956",261.11,0,0,40,2616,20,0,1,0,0
"1957",261.3,0,0,90,2425,21,0,1,0,0
"1958",261.3,0,0,90,2425,21,0,1,0,0
"1959",259.06,0,0,20,1928,22,0,1,0,0
"1960",258.94,0,0,75,1081,23,0,1,0,0
"1961",259.58,0,0,20,590,0,0,1,0,0
"1962",259.58,0,0,20,590,0,0,1,0,0
"1963",259.11,0,0,90,371,1,0,1,0,0
"1964",260.43,0,0,75,268,2,0,1,0,0
"1965",261.58,0,0,75,356,3,0,1,0,0
"1966",262.9,0,0,90,876,4,0,1,0,0
"1967",264.28,0,0,90,2651,5,0,1,0,0
"1968",265.22,0,0,75,5183,6,0,1,0,0
"1969",266.42,0,0,90,6385,7,0,1,0,0
"1970",267.86,0,0,90,6038,8,0,0,1,0
"1971",269.47,0,0,90,5045,9,0,0,1,0
"1972",271.36,0,0,90,4531,10,0,0,1,0
"1973",273.17,0,0,75,5031,11,0,0,1,0
"1974",274.99,0,0,75,5050,12,0,0,1,0
"1975",275.95,0,0,75,4989,13,0,0,1,0
"1976",276.46,0,0,75,5622,14,0,0,1,0
"1977",276.7,0,0,75,5698,15,0,0,1,0
"1978",276.12,0,0,90,6132,16,0,0,1,0
