"","holiday","temp","rain_1h","snow_1h","clouds_all","weather_main","traffic_volume","time","holiday_Yes","weather_main_Clouds","weather_main_Drizzle","weather_main_Fog","weather_main_Haze","weather_main_Mist","weather_main_Rain","weather_main_Smoke","weather_main_Snow","weather_main_Squall","weather_main_Thunderstorm"
"2536","No",258.7,0,0,20,"Clouds",341,2,0,1,0,0,0,0,0,0,0,0,0
"2537","No",255.57,0,0,1,"Mist",295,3,0,0,0,0,0,1,0,0,0,0,0
"2538","No",255.72,0,0,75,"Mist",483,4,0,0,0,0,0,1,0,0,0,0,0
"2539","No",256.1,0,0,75,"Mist",1421,5,0,0,0,0,0,1,0,0,0,0,0
"2540","No",256.05,0,0,20,"Mist",3092,6,0,0,0,0,0,1,0,0,0,0,0
"2541","No",256.05,0,0,20,"Haze",3092,6,0,0,0,0,1,0,0,0,0,0,0
"2542","No",255.79,0,0,20,"Mist",3733,7,0,0,0,0,0,1,0,0,0,0,0
"2543","No",255.91,0,0,20,"Mist",3382,8,0,0,0,0,0,1,0,0,0,0,0
"2544","No",255.91,0,0,20,"Haze",3382,8,0,0,0,0,1,0,0,0,0,0,0
"2545","No",257.54,0,0,20,"Mist",3453,9,0,0,0,0,0,1,0,0,0,0,0
"2546","No",259.77,0,0,20,"Mist",3540,10,0,0,0,0,0,1,0,0,0,0,0
"2547","No",262.14,0,0,40,"Clouds",4234,11,0,1,0,0,0,0,0,0,0,0,0
"2548","No",263.98,0,0,75,"Haze",4737,12,0,0,0,0,1,0,0,0,0,0,0
"2549","No",265.56,0,0,75,"Clouds",4599,13,0,1,0,0,0,0,0,0,0,0,0
"2550","No",266.65,0,0,75,"Clouds",4836,14,0,1,0,0,0,0,0,0,0,0,0
"2551","No",267.01,0,0,90,"Clouds",4976,15,0,1,0,0,0,0,0,0,0,0,0
"2552","No",267.21,0,0,1,"Clear",4965,16,0,0,0,0,0,0,0,0,0,0,0
"2553","No",266.07,0,0,1,"Clear",4419,17,0,0,0,0,0,0,0,0,0,0,0
"2554","No",265.18,0,0,75,"Clouds",3707,18,0,1,0,0,0,0,0,0,0,0,0
"2555","No",265.69,0,0,75,"Clouds",3294,19,0,1,0,0,0,0,0,0,0,0,0
"2556","No",266.18,0,0,40,"Clouds",2888,20,0,1,0,0,0,0,0,0,0,0,0
"2557","No",265.2,0,0,40,"Clouds",2588,21,0,1,0,0,0,0,0,0,0,0,0
"2558","No",264.58,0,0,40,"Mist",2293,22,0,0,0,0,0,1,0,0,0,0,0
"2559","No",264.72,0,0,20,"Clouds",1596,23,0,1,0,0,0,0,0,0,0,0,0
"2560","Yes",263.49,0,0,58,"Clouds",1439,0,1,1,0,0,0,0,0,0,0,0,0
"2561","No",263.78,0,0,40,"Clouds",1502,1,0,1,0,0,0,0,0,0,0,0,0
"2562","No",264.16,0,0,75,"Snow",933,2,0,0,0,0,0,0,0,0,1,0,0
"2563","No",263.95,0,0,90,"Clouds",576,3,0,1,0,0,0,0,0,0,0,0,0
"2564","No",263.65,0,0,90,"Clouds",372,4,0,1,0,0,0,0,0,0,0,0,0
"2565","No",262.4,0,0,40,"Snow",419,5,0,0,0,0,0,0,0,0,1,0,0
"2566","No",261.42,0,0,20,"Clouds",640,6,0,1,0,0,0,0,0,0,0,0,0
"2567","No",260.66,0,0,1,"Clear",745,7,0,0,0,0,0,0,0,0,0,0,0
"2568","No",260.29,0,0,20,"Clouds",939,8,0,1,0,0,0,0,0,0,0,0,0
"2569","No",260.19,0,0,20,"Clouds",1243,9,0,1,0,0,0,0,0,0,0,0,0
"2570","No",260.19,0,0,1,"Clear",1747,10,0,0,0,0,0,0,0,0,0,0,0
"2571","No",260.49,0,0,20,"Clouds",2291,11,0,1,0,0,0,0,0,0,0,0,0
"2572","No",261.1,0,0,20,"Clouds",2588,12,0,1,0,0,0,0,0,0,0,0,0
"2573","No",261.55,0,0,20,"Clouds",2927,13,0,1,0,0,0,0,0,0,0,0,0
"2574","No",261.65,0,0,20,"Clouds",3012,14,0,1,0,0,0,0,0,0,0,0,0
"2575","No",261.54,0,0,1,"Clear",3121,15,0,0,0,0,0,0,0,0,0,0,0
"2576","No",260.53,0,0,20,"Clouds",2864,16,0,1,0,0,0,0,0,0,0,0,0
"2577","No",259.17,0,0,20,"Clouds",2606,17,0,1,0,0,0,0,0,0,0,0,0
"2578","No",258.5,0,0,1,"Clear",2298,18,0,0,0,0,0,0,0,0,0,0,0
"2579","No",257.39,0,0,1,"Clear",2154,19,0,0,0,0,0,0,0,0,0,0,0
"2580","No",256.66,0,0,1,"Clear",1732,20,0,0,0,0,0,0,0,0,0,0,0
"2581","No",255.99,0,0,1,"Clear",1589,21,0,0,0,0,0,0,0,0,0,0,0
"2582","No",255.13,0,0,1,"Clear",1235,22,0,0,0,0,0,0,0,0,0,0,0
"2583","No",254.48,0,0,1,"Clear",845,23,0,0,0,0,0,0,0,0,0,0,0
"2584","No",254.39,0,0,1,"Clear",437,0,0,0,0,0,0,0,0,0,0,0,0
"2585","No",253.89,0,0,1,"Clear",295,1,0,0,0,0,0,0,0,0,0,0,0
"2586","No",252.98,0,0,1,"Mist",243,2,0,0,0,0,0,1,0,0,0,0,0
"2587","No",252.58,0,0,1,"Clear",293,3,0,0,0,0,0,0,0,0,0,0,0
"2588","No",252.14,0,0,1,"Clear",717,4,0,0,0,0,0,0,0,0,0,0,0
"2589","No",250.7,0,0,1,"Clear",2353,5,0,0,0,0,0,0,0,0,0,0,0
"2590","No",250.32,0,0,1,"Clear",5366,6,0,0,0,0,0,0,0,0,0,0,0
"2591","No",251.1,0,0,1,"Clear",5829,7,0,0,0,0,0,0,0,0,0,0,0
"2592","No",251.87,0,0,20,"Clouds",5110,8,0,1,0,0,0,0,0,0,0,0,0
"2593","No",252.84,0,0,40,"Haze",4417,9,0,0,0,0,1,0,0,0,0,0,0
"2594","No",255.38,0,0,20,"Haze",3892,10,0,0,0,0,1,0,0,0,0,0,0
"2595","No",257.41,0,0,75,"Snow",4100,11,0,0,0,0,0,0,0,0,1,0,0
"2596","No",259.46,0,0,90,"Clouds",4383,12,0,1,0,0,0,0,0,0,0,0,0
"2597","No",260.62,0,0,90,"Clouds",4370,13,0,1,0,0,0,0,0,0,0,0,0
"2598","No",261.13,0,0,90,"Snow",4661,14,0,0,0,0,0,0,0,0,1,0,0
"2599","No",261.61,0,0,90,"Snow",4836,15,0,0,0,0,0,0,0,0,1,0,0
"2600","No",261.61,0,0,90,"Mist",4836,15,0,0,0,0,0,1,0,0,0,0,0
"2601","No",262.18,0,0,90,"Snow",5597,16,0,0,0,0,0,0,0,0,1,0,0
"2602","No",262.18,0,0,90,"Haze",5597,16,0,0,0,0,1,0,0,0,0,0,0
"2603","No",262.54,0,0,90,"Snow",5191,17,0,0,0,0,0,0,0,0,1,0,0
"2604","No",262.54,0,0,90,"Haze",5191,17,0,0,0,0,1,0,0,0,0,0,0
"2605","No",263.31,0,0,90,"Snow",3756,18,0,0,0,0,0,0,0,0,1,0,0
"2606","No",264.13,0,0,90,"Clouds",2687,19,0,1,0,0,0,0,0,0,0,0,0
"2607","No",264.62,0,0,90,"Clouds",2240,20,0,1,0,0,0,0,0,0,0,0,0
"2608","No",265.29,0,0,90,"Clouds",1828,21,0,1,0,0,0,0,0,0,0,0,0
"2609","No",265.81,0,0,90,"Clouds",1424,22,0,1,0,0,0,0,0,0,0,0,0
"2610","No",266.1,0,0,90,"Clouds",952,23,0,1,0,0,0,0,0,0,0,0,0
"2611","No",258.79,0,0,63,"Clouds",349,1,0,1,0,0,0,0,0,0,0,0,0
"2612","No",258.79,0,0,63,"Clouds",276,2,0,1,0,0,0,0,0,0,0,0,0
"2613","No",258.79,0,0,63,"Clouds",729,4,0,1,0,0,0,0,0,0,0,0,0
"2614","No",258.79,0,0,63,"Clouds",2383,5,0,1,0,0,0,0,0,0,0,0,0
"2615","No",258.79,0,0,63,"Clouds",5390,6,0,1,0,0,0,0,0,0,0,0,0
"2616","No",262.53,0,0,99,"Clouds",6431,7,0,1,0,0,0,0,0,0,0,0,0
"2617","No",263.93,0,0,90,"Snow",4768,9,0,0,0,0,0,0,0,0,1,0,0
"2618","No",263.93,0,0,90,"Mist",4768,9,0,0,0,0,0,1,0,0,0,0,0
"2619","No",263.93,0,0,90,"Fog",4768,9,0,0,0,1,0,0,0,0,0,0,0
"2620","No",263.95,0,0,90,"Snow",4002,10,0,0,0,0,0,0,0,0,1,0,0
"2621","No",263.95,0,0,90,"Mist",4002,10,0,0,0,0,0,1,0,0,0,0,0
"2622","No",264.2,0,0,90,"Snow",4280,11,0,0,0,0,0,0,0,0,1,0,0
"2623","No",264.2,0,0,90,"Mist",4280,11,0,0,0,0,0,1,0,0,0,0,0
"2624","No",264.81,0,0,90,"Snow",4540,12,0,0,0,0,0,0,0,0,1,0,0
"2625","No",264.81,0,0,90,"Mist",4540,12,0,0,0,0,0,1,0,0,0,0,0
"2626","No",264.97,0,0,90,"Snow",4729,13,0,0,0,0,0,0,0,0,1,0,0
"2627","No",264.97,0,0,90,"Mist",4729,13,0,0,0,0,0,1,0,0,0,0,0
"2628","No",264.97,0,0,90,"Haze",4729,13,0,0,0,0,1,0,0,0,0,0,0
"2629","No",265.22,0,0,90,"Snow",4944,14,0,0,0,0,0,0,0,0,1,0,0
"2630","No",265.22,0,0,90,"Mist",4944,14,0,0,0,0,0,1,0,0,0,0,0
"2631","No",265.22,0,0,90,"Haze",4944,14,0,0,0,0,1,0,0,0,0,0,0
"2632","No",265.33,0,0,90,"Snow",5297,15,0,0,0,0,0,0,0,0,1,0,0
"2633","No",265.33,0,0,90,"Mist",5297,15,0,0,0,0,0,1,0,0,0,0,0
"2634","No",265.16,0,0,90,"Snow",6142,16,0,0,0,0,0,0,0,0,1,0,0
"2635","No",265.16,0,0,90,"Mist",6142,16,0,0,0,0,0,1,0,0,0,0,0
"2636","No",265.16,0,0,90,"Mist",5782,17,0,0,0,0,0,1,0,0,0,0,0
"2637","No",265.37,0,0,90,"Mist",4129,18,0,0,0,0,0,1,0,0,0,0,0
"2638","No",265.37,0,0,90,"Haze",4129,18,0,0,0,0,1,0,0,0,0,0,0
"2639","No",265.47,0,0,90,"Mist",2925,19,0,0,0,0,0,1,0,0,0,0,0
"2640","No",265.47,0,0,90,"Snow",2925,19,0,0,0,0,0,0,0,0,1,0,0
"2641","No",265.72,0,0,90,"Mist",2453,20,0,0,0,0,0,1,0,0,0,0,0
"2642","No",265.72,0,0,90,"Snow",2453,20,0,0,0,0,0,0,0,0,1,0,0
"2643","No",265.72,0,0,90,"Haze",2453,20,0,0,0,0,1,0,0,0,0,0,0
"2644","No",266.09,0,0,90,"Mist",2046,21,0,0,0,0,0,1,0,0,0,0,0
"2645","No",266.09,0,0,90,"Haze",2046,21,0,0,0,0,1,0,0,0,0,0,0
"2646","No",266.09,0,0,90,"Snow",2046,21,0,0,0,0,0,0,0,0,1,0,0
"2647","No",266.41,0,0,90,"Mist",1550,22,0,0,0,0,0,1,0,0,0,0,0
"2648","No",266.41,0,0,90,"Snow",1550,22,0,0,0,0,0,0,0,0,1,0,0
"2649","No",266.41,0,0,90,"Haze",1550,22,0,0,0,0,1,0,0,0,0,0,0
"2650","No",266.78,0,0,90,"Mist",1079,23,0,0,0,0,0,1,0,0,0,0,0
"2651","No",266.78,0,0,90,"Haze",1079,23,0,0,0,0,1,0,0,0,0,0,0
"2652","No",266.78,0,0,90,"Snow",1079,23,0,0,0,0,0,0,0,0,1,0,0
"2653","No",266.34,0,0,90,"Mist",604,0,0,0,0,0,0,1,0,0,0,0,0
"2654","No",266.34,0,0,90,"Snow",604,0,0,0,0,0,0,0,0,0,1,0,0
"2655","No",265.93,0,0,90,"Snow",353,1,0,0,0,0,0,0,0,0,1,0,0
"2656","No",265.52,0,0,90,"Snow",301,2,0,0,0,0,0,0,0,0,1,0,0
"2657","No",265.52,0,0,90,"Mist",301,2,0,0,0,0,0,1,0,0,0,0,0
"2658","No",264.85,0,0,90,"Snow",326,3,0,0,0,0,0,0,0,0,1,0,0
"2659","No",264.85,0,0,90,"Mist",326,3,0,0,0,0,0,1,0,0,0,0,0
"2660","No",264.49,0,0,90,"Haze",675,4,0,0,0,0,1,0,0,0,0,0,0
"2661","No",263.6,0,0,90,"Haze",2195,5,0,0,0,0,1,0,0,0,0,0,0
"2662","No",263.02,0,0,90,"Haze",5263,6,0,0,0,0,1,0,0,0,0,0,0
"2663","No",263.02,0,0,90,"Snow",5263,6,0,0,0,0,0,0,0,0,1,0,0
"2664","No",262.46,0,0,90,"Snow",6380,7,0,0,0,0,0,0,0,0,1,0,0
"2665","No",261.8,0,0,90,"Snow",5761,8,0,0,0,0,0,0,0,0,1,0,0
"2666","No",261.9,0,0,90,"Snow",4844,9,0,0,0,0,0,0,0,0,1,0,0
"2667","No",261.9,0,0,90,"Mist",4844,9,0,0,0,0,0,1,0,0,0,0,0
"2668","No",261.6,0,0,90,"Snow",4327,10,0,0,0,0,0,0,0,0,1,0,0
"2669","No",261.6,0,0,90,"Mist",4327,10,0,0,0,0,0,1,0,0,0,0,0
"2670","No",261.71,0,0,90,"Snow",4787,11,0,0,0,0,0,0,0,0,1,0,0
"2671","No",261.71,0,0,90,"Mist",4787,11,0,0,0,0,0,1,0,0,0,0,0
"2672","No",262.11,0,0,40,"Snow",4880,12,0,0,0,0,0,0,0,0,1,0,0
"2673","No",262.42,0,0,1,"Clear",5026,13,0,0,0,0,0,0,0,0,0,0,0
"2674","No",262.6,0,0,1,"Clear",5315,14,0,0,0,0,0,0,0,0,0,0,0
"2675","No",262.94,0,0,1,"Clear",5636,15,0,0,0,0,0,0,0,0,0,0,0
"2676","No",262.68,0,0,1,"Clear",6256,16,0,0,0,0,0,0,0,0,0,0,0
"2677","No",261.88,0,0,1,"Clear",5900,17,0,0,0,0,0,0,0,0,0,0,0
"2678","No",261.23,0,0,1,"Clear",4353,18,0,0,0,0,0,0,0,0,0,0,0
"2679","No",260.92,0,0,1,"Clear",3135,19,0,0,0,0,0,0,0,0,0,0,0
"2680","No",261.49,0,0,1,"Clear",2674,20,0,0,0,0,0,0,0,0,0,0,0
"2681","No",262.26,0,0,1,"Clear",2463,21,0,0,0,0,0,0,0,0,0,0,0
"2682","No",262.82,0,0,1,"Clear",2064,22,0,0,0,0,0,0,0,0,0,0,0
"2683","No",263.44,0,0,1,"Clear",1517,23,0,0,0,0,0,0,0,0,0,0,0
"2684","No",265.69,0,0,1,"Clear",375,4,0,0,0,0,0,0,0,0,0,0,0
"2685","No",265.69,0,0,1,"Clear",652,5,0,0,0,0,0,0,0,0,0,0,0
"2686","No",265.37,0,0,1,"Clear",1597,7,0,0,0,0,0,0,0,0,0,0,0
"2687","No",265.43,0,0,1,"Clear",2339,8,0,0,0,0,0,0,0,0,0,0,0
"2688","No",266.29,0,0,1,"Clear",3177,9,0,0,0,0,0,0,0,0,0,0,0
"2689","No",267.41,0,0,1,"Clear",3482,10,0,0,0,0,0,0,0,0,0,0,0
"2690","No",269,0,0,1,"Clear",3813,11,0,0,0,0,0,0,0,0,0,0,0
"2691","No",270.17,0,0,1,"Clear",4406,12,0,0,0,0,0,0,0,0,0,0,0
"2692","No",270.98,0,0,1,"Clear",4191,13,0,0,0,0,0,0,0,0,0,0,0
"2693","No",271.33,0,0,1,"Clear",4296,14,0,0,0,0,0,0,0,0,0,0,0
"2694","No",271.56,0,0,1,"Clear",4387,15,0,0,0,0,0,0,0,0,0,0,0
"2695","No",270.7,0,0,20,"Clouds",4273,16,0,1,0,0,0,0,0,0,0,0,0
"2696","No",269.17,0,0,20,"Clouds",4230,17,0,1,0,0,0,0,0,0,0,0,0
"2697","No",267.38,0,0,20,"Clouds",3781,18,0,1,0,0,0,0,0,0,0,0,0
"2698","No",265.82,0,0,20,"Clouds",2342,19,0,1,0,0,0,0,0,0,0,0,0
"2699","No",264.49,0,0,1,"Clear",1933,20,0,0,0,0,0,0,0,0,0,0,0
"2700","No",264.15,0,0,1,"Clear",1873,21,0,0,0,0,0,0,0,0,0,0,0
"2701","No",263.87,0,0,20,"Clouds",2502,22,0,1,0,0,0,0,0,0,0,0,0
"2702","No",262.42,0,0,1,"Clear",1602,23,0,0,0,0,0,0,0,0,0,0,0
"2703","No",262.36,0,0,1,"Clear",951,0,0,0,0,0,0,0,0,0,0,0,0
"2704","No",261.78,0,0,1,"Clear",608,1,0,0,0,0,0,0,0,0,0,0,0
"2705","No",261.8,0,0,1,"Mist",507,2,0,0,0,0,0,1,0,0,0,0,0
"2706","No",262.03,0,0,1,"Clear",318,3,0,0,0,0,0,0,0,0,0,0,0
"2707","No",261.09,0,0,1,"Mist",256,4,0,0,0,0,0,1,0,0,0,0,0
"2708","No",260.21,0,0,1,"Mist",406,5,0,0,0,0,0,1,0,0,0,0,0
"2709","No",260.71,0,0,1,"Mist",709,6,0,0,0,0,0,1,0,0,0,0,0
"2710","No",260.78,0,0,1,"Mist",927,7,0,0,0,0,0,1,0,0,0,0,0
"2711","No",260.68,0,0,1,"Mist",1478,8,0,0,0,0,0,1,0,0,0,0,0
"2712","No",261.36,0,0,20,"Mist",2304,9,0,0,0,0,0,1,0,0,0,0,0
"2713","No",263.85,0,0,1,"Mist",2897,10,0,0,0,0,0,1,0,0,0,0,0
"2714","No",263.85,0,0,1,"Haze",2897,10,0,0,0,0,1,0,0,0,0,0,0
"2715","No",265.12,0,0,1,"Haze",3190,11,0,0,0,0,1,0,0,0,0,0,0
"2716","No",265.12,0,0,1,"Mist",3190,11,0,0,0,0,0,1,0,0,0,0,0
"2717","No",266.49,0,0,1,"Haze",3441,12,0,0,0,0,1,0,0,0,0,0,0
"2718","No",267.71,0,0,20,"Haze",3840,13,0,0,0,0,1,0,0,0,0,0,0
"2719","No",268.3,0,0,20,"Haze",4074,14,0,0,0,0,1,0,0,0,0,0,0
"2720","No",268.5,0,0,40,"Haze",4037,15,0,0,0,0,1,0,0,0,0,0,0
"2721","No",267.89,0,0,40,"Haze",3969,16,0,0,0,0,1,0,0,0,0,0,0
"2722","No",267.16,0,0,1,"Clear",3762,17,0,0,0,0,0,0,0,0,0,0,0
"2723","No",265.97,0,0,75,"Clouds",3062,18,0,1,0,0,0,0,0,0,0,0,0
"2724","No",265.9,0,0,75,"Clouds",2512,19,0,1,0,0,0,0,0,0,0,0,0
"2725","No",265.09,0,0,75,"Clouds",2087,20,0,1,0,0,0,0,0,0,0,0,0
"2726","No",264.78,0,0,75,"Mist",1669,21,0,0,0,0,0,1,0,0,0,0,0
"2727","No",264.78,0,0,75,"Haze",1669,21,0,0,0,0,1,0,0,0,0,0,0
"2728","No",265.04,0,0,75,"Mist",1384,22,0,0,0,0,0,1,0,0,0,0,0
"2729","No",265.04,0,0,75,"Haze",1384,22,0,0,0,0,1,0,0,0,0,0,0
"2730","No",265.34,0,0,90,"Haze",853,23,0,0,0,0,1,0,0,0,0,0,0
"2731","No",265.05,0,0,90,"Haze",442,0,0,0,0,0,1,0,0,0,0,0,0
"2732","No",264.53,0,0,40,"Haze",312,1,0,0,0,0,1,0,0,0,0,0,0
"2733","No",264.07,0,0,1,"Clear",248,2,0,0,0,0,0,0,0,0,0,0,0
"2734","No",263.91,0,0,40,"Clouds",278,3,0,1,0,0,0,0,0,0,0,0,0
"2735","No",264.24,0,0,75,"Clouds",754,4,0,1,0,0,0,0,0,0,0,0,0
"2736","No",263.69,0,0,75,"Clouds",2398,5,0,1,0,0,0,0,0,0,0,0,0
"2737","No",262.3,0,0,20,"Clouds",5522,6,0,1,0,0,0,0,0,0,0,0,0
"2738","No",261.6,0,0,20,"Clouds",6681,7,0,1,0,0,0,0,0,0,0,0,0
"2739","No",260.79,0,0,1,"Clear",5839,8,0,0,0,0,0,0,0,0,0,0,0
"2740","No",261.94,0,0,1,"Clear",4709,9,0,0,0,0,0,0,0,0,0,0,0
"2741","No",263.58,0,0,1,"Clear",4131,10,0,0,0,0,0,0,0,0,0,0,0
"2742","No",264.96,0,0,1,"Clear",4294,11,0,0,0,0,0,0,0,0,0,0,0
"2743","No",265.93,0,0,20,"Clouds",4410,12,0,1,0,0,0,0,0,0,0,0,0
"2744","No",266.71,0,0,20,"Clouds",4642,13,0,1,0,0,0,0,0,0,0,0,0
"2745","No",267.16,0,0,20,"Clouds",5105,14,0,1,0,0,0,0,0,0,0,0,0
"2746","No",267.15,0,0,20,"Clouds",5494,15,0,1,0,0,0,0,0,0,0,0,0
"2747","No",266.48,0,0,40,"Clouds",6231,16,0,1,0,0,0,0,0,0,0,0,0
"2748","No",265.22,0,0,40,"Clouds",5717,17,0,1,0,0,0,0,0,0,0,0,0
"2749","No",264.06,0,0,20,"Clouds",4169,18,0,1,0,0,0,0,0,0,0,0,0
"2750","No",263.44,0,0,20,"Clouds",2752,19,0,1,0,0,0,0,0,0,0,0,0
"2751","No",263.13,0,0,20,"Clouds",2229,20,0,1,0,0,0,0,0,0,0,0,0
"2752","No",263.08,0,0,20,"Clouds",1894,21,0,1,0,0,0,0,0,0,0,0,0
"2753","No",263.88,0,0,75,"Clouds",1440,22,0,1,0,0,0,0,0,0,0,0,0
"2754","No",264.49,0,0,40,"Clouds",961,23,0,1,0,0,0,0,0,0,0,0,0
"2755","No",265.41,0,0,75,"Clouds",489,0,0,1,0,0,0,0,0,0,0,0,0
"2756","No",267.04,0,0,90,"Clouds",333,1,0,1,0,0,0,0,0,0,0,0,0
"2757","No",268.77,0,0,90,"Clouds",230,2,0,1,0,0,0,0,0,0,0,0,0
"2758","No",269.8,0,0,75,"Clouds",314,3,0,1,0,0,0,0,0,0,0,0,0
"2759","No",270.68,0,0,75,"Clouds",758,4,0,1,0,0,0,0,0,0,0,0,0
"2760","No",270.84,0,0,40,"Clouds",2432,5,0,1,0,0,0,0,0,0,0,0,0
"2761","No",270.74,0,0,40,"Clouds",5674,6,0,1,0,0,0,0,0,0,0,0,0
"2762","No",270.32,0,0,75,"Clouds",6771,7,0,1,0,0,0,0,0,0,0,0,0
"2763","No",270.22,0,0,75,"Clouds",6094,8,0,1,0,0,0,0,0,0,0,0,0
"2764","No",270.27,0,0,75,"Clouds",4964,9,0,1,0,0,0,0,0,0,0,0,0
"2765","No",271.43,0,0,75,"Clouds",4357,10,0,1,0,0,0,0,0,0,0,0,0
"2766","No",272,0,0,75,"Clouds",4432,11,0,1,0,0,0,0,0,0,0,0,0
"2767","No",273.05,0,0,75,"Clouds",4589,12,0,1,0,0,0,0,0,0,0,0,0
"2768","No",274.18,0,0,40,"Clouds",4858,13,0,1,0,0,0,0,0,0,0,0,0
"2769","No",274.38,0,0,40,"Clouds",6486,16,0,1,0,0,0,0,0,0,0,0,0
"2770","No",273.44,0,0,40,"Clouds",6271,17,0,1,0,0,0,0,0,0,0,0,0
"2771","No",272.23,0,0,40,"Clouds",4677,18,0,1,0,0,0,0,0,0,0,0,0
"2772","No",271.79,0,0,40,"Clouds",2805,19,0,1,0,0,0,0,0,0,0,0,0
"2773","No",270.98,0,0,20,"Clouds",2528,20,0,1,0,0,0,0,0,0,0,0,0
"2774","No",270.4,0,0,40,"Clouds",2278,21,0,1,0,0,0,0,0,0,0,0,0
"2775","No",269.75,0,0,75,"Clouds",1733,22,0,1,0,0,0,0,0,0,0,0,0
"2776","No",269.43,0,0,75,"Mist",945,23,0,0,0,0,0,1,0,0,0,0,0
"2777","No",268.26,0,0,20,"Mist",531,0,0,0,0,0,0,1,0,0,0,0,0
"2778","No",266.67,0,0,40,"Mist",357,1,0,0,0,0,0,1,0,0,0,0,0
"2779","No",265.93,0,0,40,"Mist",271,2,0,0,0,0,0,1,0,0,0,0,0
"2780","No",263.93,0,0,1,"Mist",773,4,0,0,0,0,0,1,0,0,0,0,0
"2781","No",263.93,0,0,1,"Fog",773,4,0,0,0,1,0,0,0,0,0,0,0
"2782","No",263.85,0,0,20,"Mist",2456,5,0,0,0,0,0,1,0,0,0,0,0
"2783","No",264.88,0,0,75,"Mist",6852,7,0,0,0,0,0,1,0,0,0,0,0
"2784","No",266.57,0,0,75,"Mist",6234,8,0,0,0,0,0,1,0,0,0,0,0
"2785","No",268.3,0,0,75,"Mist",5061,9,0,0,0,0,0,1,0,0,0,0,0
"2786","No",269.84,0,0,75,"Mist",4243,10,0,0,0,0,0,1,0,0,0,0,0
"2787","No",271.42,0,0,75,"Haze",4677,11,0,0,0,0,1,0,0,0,0,0,0
"2788","No",272.58,0,0,75,"Clouds",4753,12,0,1,0,0,0,0,0,0,0,0,0
"2789","No",273.13,0,0,75,"Clouds",4780,13,0,1,0,0,0,0,0,0,0,0,0
"2790","No",273.56,0,0,75,"Clouds",5217,14,0,1,0,0,0,0,0,0,0,0,0
"2791","No",273.86,0,0,90,"Clouds",5447,15,0,1,0,0,0,0,0,0,0,0,0
"2792","No",273.67,0,0,90,"Clouds",6394,16,0,1,0,0,0,0,0,0,0,0,0
"2793","No",273.51,0,0,90,"Clouds",6139,17,0,1,0,0,0,0,0,0,0,0,0
"2794","No",273.49,0,0,90,"Clouds",4465,18,0,1,0,0,0,0,0,0,0,0,0
"2795","No",273.12,0,0,90,"Clouds",2952,19,0,1,0,0,0,0,0,0,0,0,0
"2796","No",271.48,0,0,98,"Clouds",2603,20,0,1,0,0,0,0,0,0,0,0,0
"2797","No",272.65,0,0,20,"Clouds",314,3,0,1,0,0,0,0,0,0,0,0,0
"2798","No",273.65,0,0,1,"Clear",754,4,0,0,0,0,0,0,0,0,0,0,0
"2799","No",272.95,0,0,1,"Clear",4902,12,0,0,0,0,0,0,0,0,0,0,0
"2800","No",272.08,0,0,20,"Clouds",5886,17,0,1,0,0,0,0,0,0,0,0,0
"2801","No",270.58,0,0,20,"Clouds",4322,18,0,1,0,0,0,0,0,0,0,0,0
"2802","No",268.38,0,0,20,"Clouds",2857,19,0,1,0,0,0,0,0,0,0,0,0
"2803","No",269.07,0,0,1,"Clear",2474,20,0,0,0,0,0,0,0,0,0,0,0
"2804","No",269.44,0,0,1,"Clear",2365,21,0,0,0,0,0,0,0,0,0,0,0
"2805","No",269.45,0,0,1,"Clear",1070,23,0,0,0,0,0,0,0,0,0,0,0
"2806","No",270.06,0,0,1,"Clear",557,0,0,0,0,0,0,0,0,0,0,0,0
"2807","No",270.51,0,0,1,"Clear",334,1,0,0,0,0,0,0,0,0,0,0,0
"2808","No",270.64,0,0,1,"Clear",308,2,0,0,0,0,0,0,0,0,0,0,0
"2809","No",270.86,0,0,75,"Clouds",322,3,0,1,0,0,0,0,0,0,0,0,0
"2810","No",271.38,0,0,75,"Clouds",723,4,0,1,0,0,0,0,0,0,0,0,0
"2811","No",272.13,0,0,1,"Clear",2367,5,0,0,0,0,0,0,0,0,0,0,0
"2812","No",272.52,0,0,1,"Clear",5163,6,0,0,0,0,0,0,0,0,0,0,0
"2813","No",272.52,0,0,20,"Clouds",6029,7,0,1,0,0,0,0,0,0,0,0,0
"2814","No",272.79,0,0,20,"Clouds",5751,8,0,1,0,0,0,0,0,0,0,0,0
"2815","No",273.38,0,0,20,"Clouds",4847,9,0,1,0,0,0,0,0,0,0,0,0
"2816","No",274.88,0,0,40,"Clouds",4367,10,0,1,0,0,0,0,0,0,0,0,0
"2817","No",275.86,0,0,75,"Clouds",4786,11,0,1,0,0,0,0,0,0,0,0,0
"2818","No",276.89,0,0,75,"Clouds",4885,13,0,1,0,0,0,0,0,0,0,0,0
"2819","No",276.89,0,0,90,"Clouds",5387,14,0,1,0,0,0,0,0,0,0,0,0
"2820","No",276.29,0,0,90,"Rain",5668,17,0,0,0,0,0,0,1,0,0,0,0
"2821","No",276.29,0,0,90,"Rain",5668,17,0,0,0,0,0,0,1,0,0,0,0
"2822","No",276.29,0,0,90,"Drizzle",5668,17,0,0,1,0,0,0,0,0,0,0,0
